"LOCATION","Country","VAR","Variable","EDI","Edition","Frequency","Time","Unit","Value"
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-3323730000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",13040440000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",29841550000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",17868800000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",27370990000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",38373750000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",33691690000
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",383513045
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",382298609
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",465540198
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",528848148
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",684594023
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",514296203
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",474623361
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",550286413
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",663400195
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",732356190
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",800799704
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",880543911
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",790223685
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",822671714
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",761910519
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",827994082
"SVN","Slovenia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",776778572
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-4.7556e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-2.3597e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-6.2738e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-5.3115e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-6.2544e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-1.0532e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-4.6477e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-5.548e+09
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",-3.7459e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-2.2102e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-4.3481e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-1.5192e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-7.2744e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-2.4596e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-5.8488e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-1.7133e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",-5.6707e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",8.5573e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",4.8247e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",7.4428e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",7.3106e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",8.3775e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",8.8251e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",8.3037e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",7.7665e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",8.2946e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",7.0521e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",1.07366e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",1.00237e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",9.5507e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",8.6219e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",7.4359e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",8.0756e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",9.133e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q1-2015","National currency",-1.2651e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q2-2015","National currency",-2.0703e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q3-2015","National currency",-2.0178e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q4-2015","National currency",-2.224e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q1-2016","National currency",-1.7109e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q2-2016","National currency",-1.8009e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q3-2016","National currency",-1.4173e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q4-2016","National currency",-6.419e+09
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q1-2017","National currency",-6.761e+09
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q2-2017","National currency",-1.1037e+10
"AUS","Australia",701,"Balance of Payments - current account balance",201909,"September 2019","Quarterly","Q3-2017","National currency",-1.2724e+10
