"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.87,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,0.66,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,0.67,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.73,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,0.62,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,0.65,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.68,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.79,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.87,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.93,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.08,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,1.26,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.61,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.64,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,1.62,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.52,,
